Departamento,Código da Disciplina,Descrição da Disciplina,Nível de Ensino,Curso(s),Carga Horária,Teórica/Prática,Cód. Pré-Requisitos,Cód. Co-Requisitos,Data da Apuração
COORDENAÇÃO DE REGISTRO ACADÊMICO - NS,1MAT.004,MATEMÁTICA - 1ª SÉRIE,TÉCNICO INTEGRADO,"TÉCNICO EM TRÂNSITO , TÉCNICO EM INFORMÁTICA , TÉCNICO EM EQUIPAMENTOS BIOMÉDICOS , TÉCNICO EM EDIFICAÇÕES , TÉCNICO EM ESTRADAS , TÉCNICO EM MECÂNICA , TÉCNICO EM MEIO AMBIENTE , TÉCNICO EM EDIFICAÇÕES - EJA , TÉCNICO EM EDIFICAÇÕES , TÉCNICO EM MECÂNICA , TÉCNICO EM HOSPEDAGEM , TÉCNICO EM MECATRÔNICA , TÉCNICO EM MEIO AMBIENTE , TÉCNICO EM EDIFICAÇÕES - EJA , TÉCNICO EM ELETROTÉCNICA , TÉCNICO EM ELETROTÉCNICA , TÉCNICO EM ESTRADAS , TÉCNICO EM MEIO AMBIENTE , TÉCNICO EM ESTRADAS , TÉCNICO EM TRANSPORTES E TRÂNSITO , TÉCNICO EM ESTRADAS , TÉCNICO EM INFORMÁTICA , TÉCNICO EM EDIFICAÇÕES - EJA , TÉCNICO EM EDIFICAÇÕES , TÉCNICO EM ESTRADAS , TÉCNICO EM HOSPEDAGEM , TÉCNICO EM REDES DE COMPUTADORES , TÉCNICO EM ELETROTÉCNICA , TÉCNICO EM EDIFICAÇÕES , TÉCNICO EM ELETRÔNICA , TÉCNICO EM HOSPEDAGEM , TÉCNICO EM QUÍMICA , TÉCNICO EM QUÍMICA , TÉCNICO EM EDIFICAÇÕES - EJA , TÉCNICO EM EDIFICAÇÕES - EJA , TÉCNICO EM ELETROTÉCNICA , TÉCNICO EM QUÍMICA , TÉCNICO EM EDIFICAÇÕES , TÉCNICO EM HOSPEDAGEM , TÉCNICO EM MECÂNICA , TÉCNICO EM TRANSPORTES E TRÂNSITO , TÉCNICO EM TRANSPORTES E TRÂNSITO , TÉCNICO EM MECATRÔNICA , TÉCNICO EM MECATRÔNICA , TÉCNICO EM TRÂNSITO , TÉCNICO EM MEIO AMBIENTE , TÉCNICO EM MECÂNICA , TÉCNICO EM EDIFICAÇÕES , TÉCNICO EM HOSPEDAGEM , TÉCNICO EM QUÍMICA , TÉCNICO EM MECÂNICA , TÉCNICO EM EDIFICAÇÕES , TÉCNICO EM ELETROTÉCNICA , TÉCNICO EM EQUIPAMENTOS BIOMÉDICOS , TÉCNICO EM INFORMÁTICA , TÉCNICO EM MECÂNICA , TÉCNICO EM REDES DE COMPUTADORES , TÉCNICO EM REDES DE COMPUTADORES , TÉCNICO EM REDES DE COMPUTADORES , TÉCNICO EM ELETROTÉCNICA , TÉCNICO EM ESTRADAS , TÉCNICO EM HOSPEDAGEM , TÉCNICO EM MECATRÔNICA , TÉCNICO EM EDIFICAÇÕES - EJA , TÉCNICO EM MECÂNICA , TÉCNICO EM ELETRÔNICA , TÉCNICO EM REDES DE COMPUTADORES , TÉCNICO EM MECÂNICA , TÉCNICO EM TRANSPORTES E TRÂNSITO , TÉCNICO EM EDIFICAÇÕES - EJA , TÉCNICO EM ELETROTÉCNICA , TÉCNICO EM ELETROTÉCNICA , TÉCNICO EM EQUIPAMENTOS BIOMÉDICOS , TÉCNICO EM INFORMÁTICA , TÉCNICO EM ESTRADAS , TÉCNICO EM EQUIPAMENTOS BIOMÉDICOS , TÉCNICO EM EDIFICAÇÕES - EJA , TÉCNICO EM INFORMÁTICA , TÉCNICO EM QUÍMICA , TÉCNICO EM MECÂNICA , TÉCNICO EM MEIO AMBIENTE , TÉCNICO EM ELETRÔNICA , TÉCNICO EM ELETRÔNICA , TÉCNICO EM ELETRÔNICA , TÉCNICO EM INFORMÁTICA , TÉCNICO EM EDIFICAÇÕES , TÉCNICO EM MECATRÔNICA , TÉCNICO EM TRÂNSITO , TÉCNICO EM MECÂNICA , TÉCNICO EM MEIO AMBIENTE , TÉCNICO EM REDES DE COMPUTADORES , TÉCNICO EM EQUIPAMENTOS BIOMÉDICOS , TÉCNICO EM ESTRADAS , TÉCNICO EM MEIO AMBIENTE , TÉCNICO EM EQUIPAMENTOS BIOMÉDICOS , TÉCNICO EM MECATRÔNICA , TÉCNICO EM EQUIPAMENTOS BIOMÉDICOS , TÉCNICO EM HOSPEDAGEM , TÉCNICO EM INFORMÁTICA , TÉCNICO EM MECATRÔNICA , TÉCNICO EM ELETRÔNICA , TÉCNICO EM ELETROTÉCNICA , TÉCNICO EM ELETRÔNICA , TÉCNICO EM TRÂNSITO , TÉCNICO EM QUÍMICA , TÉCNICO EM QUÍMICA , TÉCNICO EM ELETROTÉCNICA , TÉCNICO EM TRANSPORTES E TRÂNSITO , TÉCNICO EM EQUIPAMENTOS BIOMÉDICOS , TÉCNICO EM EDIFICAÇÕES , TÉCNICO EM MEIO AMBIENTE , TÉCNICO EM ELETROTÉCNICA",160,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - NS,1MAT.006,MATEMÁTICA - 2ª SÉRIE,TÉCNICO INTEGRADO,"TÉCNICO EM TRANSPORTES E TRÂNSITO , TÉCNICO EM TRÂNSITO , TÉCNICO EM EDIFICAÇÕES , TÉCNICO EM EQUIPAMENTOS BIOMÉDICOS , TÉCNICO EM EDIFICAÇÕES - EJA , TÉCNICO EM ELETROTÉCNICA , TÉCNICO EM EQUIPAMENTOS BIOMÉDICOS , TÉCNICO EM MECÂNICA , TÉCNICO EM MECÂNICA , TÉCNICO EM EDIFICAÇÕES , TÉCNICO EM EDIFICAÇÕES , TÉCNICO EM INFORMÁTICA , TÉCNICO EM MEIO AMBIENTE , TÉCNICO EM EDIFICAÇÕES - EJA , TÉCNICO EM EDIFICAÇÕES , TÉCNICO EM ELETROTÉCNICA , TÉCNICO EM ELETROTÉCNICA , TÉCNICO EM REDES DE COMPUTADORES , TÉCNICO EM TRANSPORTES E TRÂNSITO , TÉCNICO EM EDIFICAÇÕES - EJA , TÉCNICO EM MECÂNICA , TÉCNICO EM EDIFICAÇÕES - EJA , TÉCNICO EM MECATRÔNICA , TÉCNICO EM EQUIPAMENTOS BIOMÉDICOS , TÉCNICO EM TRANSPORTES E TRÂNSITO , TÉCNICO EM HOSPEDAGEM , TÉCNICO EM MECATRÔNICA , TÉCNICO EM MECÂNICA , TÉCNICO EM HOSPEDAGEM , TÉCNICO EM ESTRADAS , TÉCNICO EM HOSPEDAGEM , TÉCNICO EM QUÍMICA , TÉCNICO EM EDIFICAÇÕES - EJA , TÉCNICO EM MECÂNICA , TÉCNICO EM REDES DE COMPUTADORES , TÉCNICO EM REDES DE COMPUTADORES , TÉCNICO EM EDIFICAÇÕES , TÉCNICO EM HOSPEDAGEM , TÉCNICO EM QUÍMICA , TÉCNICO EM EDIFICAÇÕES - EJA , TÉCNICO EM ESTRADAS , TÉCNICO EM ELETROTÉCNICA , TÉCNICO EM REDES DE COMPUTADORES , TÉCNICO EM MEIO AMBIENTE , TÉCNICO EM MEIO AMBIENTE , TÉCNICO EM EDIFICAÇÕES , TÉCNICO EM ESTRADAS , TÉCNICO EM MECATRÔNICA , TÉCNICO EM MECATRÔNICA , TÉCNICO EM EDIFICAÇÕES - EJA , TÉCNICO EM REDES DE COMPUTADORES , TÉCNICO EM ESTRADAS , TÉCNICO EM QUÍMICA , TÉCNICO EM ELETRÔNICA , TÉCNICO EM ELETRÔNICA , TÉCNICO EM EQUIPAMENTOS BIOMÉDICOS , TÉCNICO EM MEIO AMBIENTE , TÉCNICO EM ELETROTÉCNICA , TÉCNICO EM ELETROTÉCNICA , TÉCNICO EM ELETROTÉCNICA , TÉCNICO EM ELETROTÉCNICA , TÉCNICO EM INFORMÁTICA , TÉCNICO EM INFORMÁTICA , TÉCNICO EM TRANSPORTES E TRÂNSITO , TÉCNICO EM EQUIPAMENTOS BIOMÉDICOS , TÉCNICO EM INFORMÁTICA , TÉCNICO EM MECÂNICA , TÉCNICO EM MECÂNICA , TÉCNICO EM EDIFICAÇÕES - EJA , TÉCNICO EM ELETRÔNICA , TÉCNICO EM INFORMÁTICA , TÉCNICO EM QUÍMICA , TÉCNICO EM MECÂNICA , TÉCNICO EM HOSPEDAGEM , TÉCNICO EM MECATRÔNICA , TÉCNICO EM MEIO AMBIENTE , TÉCNICO EM TRÂNSITO , TÉCNICO EM ESTRADAS , TÉCNICO EM HOSPEDAGEM , TÉCNICO EM INFORMÁTICA , TÉCNICO EM MECATRÔNICA , TÉCNICO EM MECÂNICA , TÉCNICO EM ESTRADAS , TÉCNICO EM QUÍMICA , TÉCNICO EM EDIFICAÇÕES , TÉCNICO EM EQUIPAMENTOS BIOMÉDICOS , TÉCNICO EM ESTRADAS , TÉCNICO EM EDIFICAÇÕES , TÉCNICO EM MECATRÔNICA , TÉCNICO EM TRÂNSITO , TÉCNICO EM MECÂNICA , TÉCNICO EM MEIO AMBIENTE , TÉCNICO EM REDES DE COMPUTADORES , TÉCNICO EM MEIO AMBIENTE , TÉCNICO EM ELETRÔNICA , TÉCNICO EM ELETRÔNICA , TÉCNICO EM EQUIPAMENTOS BIOMÉDICOS , TÉCNICO EM ESTRADAS , TÉCNICO EM HOSPEDAGEM , TÉCNICO EM INFORMÁTICA , TÉCNICO EM ELETRÔNICA , TÉCNICO EM ELETROTÉCNICA , TÉCNICO EM ELETRÔNICA , TÉCNICO EM TRÂNSITO , TÉCNICO EM QUÍMICA , TÉCNICO EM QUÍMICA , TÉCNICO EM TRANSPORTES E TRÂNSITO , TÉCNICO EM ELETROTÉCNICA , TÉCNICO EM EQUIPAMENTOS BIOMÉDICOS , TÉCNICO EM EDIFICAÇÕES , TÉCNICO EM MEIO AMBIENTE , TÉCNICO EM ELETROTÉCNICA",120,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - NS,1MEC.013-T,DESENHO DE MÁQUINAS E CAD,TÉCNICO INTEGRADO,"TÉCNICO EM MECÂNICA (CONCOMITANTE ANUAL) , TÉCNICO EM MECÂNICA (SUBSEQUENTE ANUAL) , TÉCNICO EM MECÂNICA (SUBSEQUENTE ANUAL) , TÉCNICO EM MECÂNICA (CONCOMITANTE ANUAL) , TÉCNICO EM MECÂNICA (CONCOMITANTE ANUAL) , TÉCNICO EM MECÂNICA (CONCOMITANTE ANUAL) , TÉCNICO EM MECÂNICA (SUBSEQUENTE ANUAL) , TÉCNICO EM MECÂNICA (SUBSEQUENTE ANUAL) , TÉCNICO EM MECÂNICA (CONCOMITANTE ANUAL) , TÉCNICO EM MECÂNICA (CONCOMITANTE ANUAL) , TÉCNICO EM MECÂNICA (SUBSEQUENTE ANUAL) , TÉCNICO EM MECÂNICA (SUBSEQUENTE ANUAL) , TÉCNICO EM MECÂNICA (CONCOMITANTE ANUAL) , TÉCNICO EM MECÂNICA (CONCOMITANTE ANUAL) , TÉCNICO EM MECÂNICA (SUBSEQUENTE ANUAL)",120,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - NS,1MEC.016-T,ELEMENTOS DE MÁQUINAS,TÉCNICO INTEGRADO,"TÉCNICO EM MECÂNICA (CONCOMITANTE ANUAL) , TÉCNICO EM MECÂNICA (SUBSEQUENTE ANUAL) , TÉCNICO EM MECÂNICA (SUBSEQUENTE ANUAL) , TÉCNICO EM MECÂNICA (CONCOMITANTE ANUAL) , TÉCNICO EM MECÂNICA (CONCOMITANTE ANUAL) , TÉCNICO EM MECÂNICA (CONCOMITANTE ANUAL) , TÉCNICO EM MECÂNICA (SUBSEQUENTE ANUAL) , TÉCNICO EM MECÂNICA (SUBSEQUENTE ANUAL) , TÉCNICO EM MECÂNICA (CONCOMITANTE ANUAL) , TÉCNICO EM MECÂNICA (CONCOMITANTE ANUAL) , TÉCNICO EM MECÂNICA (SUBSEQUENTE ANUAL) , TÉCNICO EM MECÂNICA (SUBSEQUENTE ANUAL) , TÉCNICO EM MECÂNICA (CONCOMITANTE ANUAL) , TÉCNICO EM MECÂNICA (CONCOMITANTE ANUAL) , TÉCNICO EM MECÂNICA (SUBSEQUENTE ANUAL)",80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - NS,1MEC.57,MÁQUINAS TÉRMICAS E DE FLUXO,TÉCNICO INTEGRADO,"TÉCNICO EM MECÂNICA , TÉCNICO EM MECÂNICA , TÉCNICO EM MECÂNICA , TÉCNICO EM MECÂNICA , TÉCNICO EM MECÂNICA , TÉCNICO EM MECÂNICA , TÉCNICO EM MECÂNICA",80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - NS,1MEC.57-T,MÁQUINAS TÉRMICAS E DE FLUXO,TÉCNICO INTEGRADO,"TÉCNICO EM MECÂNICA (CONCOMITANTE ANUAL) , TÉCNICO EM MECÂNICA (CONCOMITANTE ANUAL) , TÉCNICO EM MECÂNICA (SUBSEQUENTE ANUAL) , TÉCNICO EM MECÂNICA (SUBSEQUENTE ANUAL)",80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - NS,1MEC.58,GESTÃO INTEGRADA,TÉCNICO INTEGRADO,"TÉCNICO EM MECÂNICA , TÉCNICO EM MECÂNICA , TÉCNICO EM MECÂNICA",80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - NS,1MEC.58-T,GESTÃO INTEGRADA,TÉCNICO INTEGRADO,"TÉCNICO EM MECÂNICA (CONCOMITANTE ANUAL) , TÉCNICO EM MECÂNICA (CONCOMITANTE ANUAL) , TÉCNICO EM MECÂNICA (SUBSEQUENTE ANUAL) , TÉCNICO EM MECÂNICA (SUBSEQUENTE ANUAL)",80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - NS,1MEC.87-T,MATEMÁTICA INSTRUMENTAL,TÉCNICO INTEGRADO,"TÉCNICO EM ELETROTÉCNICA , TÉCNICO EM ELETROTÉCNICA (SUBSEQUENTE) , TÉCNICO EM ELETROTÉCNICA , TÉCNICO EM ELETROTÉCNICA (SUBSEQUENTE)",72,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - NS,1QUI.001,QUÍMICA - 1ª SÉRIE,TÉCNICO INTEGRADO,"TÉCNICO EM TRÂNSITO , TÉCNICO EM INFORMÁTICA , TÉCNICO EM EQUIPAMENTOS BIOMÉDICOS , TÉCNICO EM EDIFICAÇÕES , TÉCNICO EM ESTRADAS , TÉCNICO EM MECÂNICA , TÉCNICO EM MEIO AMBIENTE , TÉCNICO EM EDIFICAÇÕES - EJA , TÉCNICO EM EDIFICAÇÕES , TÉCNICO EM MECÂNICA , TÉCNICO EM HOSPEDAGEM , TÉCNICO EM MECATRÔNICA , TÉCNICO EM MEIO AMBIENTE , TÉCNICO EM EDIFICAÇÕES - EJA , TÉCNICO EM ELETROTÉCNICA , TÉCNICO EM ELETROTÉCNICA , TÉCNICO EM ESTRADAS , TÉCNICO EM MEIO AMBIENTE , TÉCNICO EM ESTRADAS , TÉCNICO EM TRANSPORTES E TRÂNSITO , TÉCNICO EM ESTRADAS , TÉCNICO EM INFORMÁTICA , TÉCNICO EM EDIFICAÇÕES - EJA , TÉCNICO EM EDIFICAÇÕES , TÉCNICO EM ESTRADAS , TÉCNICO EM HOSPEDAGEM , TÉCNICO EM REDES DE COMPUTADORES , TÉCNICO EM ELETROTÉCNICA , TÉCNICO EM EDIFICAÇÕES , TÉCNICO EM ELETRÔNICA , TÉCNICO EM HOSPEDAGEM , TÉCNICO EM QUÍMICA , TÉCNICO EM QUÍMICA , TÉCNICO EM EDIFICAÇÕES - EJA , TÉCNICO EM EDIFICAÇÕES - EJA , TÉCNICO EM ELETROTÉCNICA , TÉCNICO EM QUÍMICA , TÉCNICO EM EDIFICAÇÕES , TÉCNICO EM HOSPEDAGEM , TÉCNICO EM MECÂNICA , TÉCNICO EM TRANSPORTES E TRÂNSITO , TÉCNICO EM TRANSPORTES E TRÂNSITO , TÉCNICO EM MECATRÔNICA , TÉCNICO EM MECATRÔNICA , TÉCNICO EM TRÂNSITO , TÉCNICO EM MEIO AMBIENTE , TÉCNICO EM MECÂNICA , TÉCNICO EM EDIFICAÇÕES , TÉCNICO EM HOSPEDAGEM , TÉCNICO EM QUÍMICA , TÉCNICO EM MECÂNICA , TÉCNICO EM EDIFICAÇÕES , TÉCNICO EM ELETROTÉCNICA , TÉCNICO EM EQUIPAMENTOS BIOMÉDICOS , TÉCNICO EM INFORMÁTICA , TÉCNICO EM MECÂNICA , TÉCNICO EM REDES DE COMPUTADORES , TÉCNICO EM REDES DE COMPUTADORES , TÉCNICO EM REDES DE COMPUTADORES , TÉCNICO EM ELETROTÉCNICA , TÉCNICO EM ESTRADAS , TÉCNICO EM HOSPEDAGEM , TÉCNICO EM MECATRÔNICA , TÉCNICO EM EDIFICAÇÕES - EJA , TÉCNICO EM MECÂNICA , TÉCNICO EM ELETRÔNICA , TÉCNICO EM REDES DE COMPUTADORES , TÉCNICO EM MECÂNICA , TÉCNICO EM TRANSPORTES E TRÂNSITO , TÉCNICO EM EDIFICAÇÕES - EJA , TÉCNICO EM ELETROTÉCNICA , TÉCNICO EM ELETROTÉCNICA , TÉCNICO EM EQUIPAMENTOS BIOMÉDICOS , TÉCNICO EM INFORMÁTICA , TÉCNICO EM ESTRADAS , TÉCNICO EM EQUIPAMENTOS BIOMÉDICOS , TÉCNICO EM EDIFICAÇÕES - EJA , TÉCNICO EM INFORMÁTICA , TÉCNICO EM QUÍMICA , TÉCNICO EM MECÂNICA , TÉCNICO EM MEIO AMBIENTE , TÉCNICO EM ELETRÔNICA , TÉCNICO EM ELETRÔNICA , TÉCNICO EM ELETRÔNICA , TÉCNICO EM INFORMÁTICA , TÉCNICO EM EDIFICAÇÕES , TÉCNICO EM MECATRÔNICA , TÉCNICO EM TRÂNSITO , TÉCNICO EM MECÂNICA , TÉCNICO EM MEIO AMBIENTE , TÉCNICO EM REDES DE COMPUTADORES , TÉCNICO EM EQUIPAMENTOS BIOMÉDICOS , TÉCNICO EM ESTRADAS , TÉCNICO EM MEIO AMBIENTE , TÉCNICO EM EQUIPAMENTOS BIOMÉDICOS , TÉCNICO EM MECATRÔNICA , TÉCNICO EM EQUIPAMENTOS BIOMÉDICOS , TÉCNICO EM HOSPEDAGEM , TÉCNICO EM INFORMÁTICA , TÉCNICO EM MECATRÔNICA , TÉCNICO EM ELETRÔNICA , TÉCNICO EM ELETROTÉCNICA , TÉCNICO EM ELETRÔNICA , TÉCNICO EM TRÂNSITO , TÉCNICO EM QUÍMICA , TÉCNICO EM QUÍMICA , TÉCNICO EM ELETROTÉCNICA , TÉCNICO EM TRANSPORTES E TRÂNSITO , TÉCNICO EM EQUIPAMENTOS BIOMÉDICOS , TÉCNICO EM EDIFICAÇÕES , TÉCNICO EM MEIO AMBIENTE , TÉCNICO EM ELETROTÉCNICA",80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - NS,1QUI.002,QUÍMICA GERAL,TÉCNICO INTEGRADO,"TÉCNICO EM QUÍMICA , TÉCNICO EM QUÍMICA , TÉCNICO EM QUÍMICA , TÉCNICO EM QUÍMICA , TÉCNICO EM QUÍMICA , TÉCNICO EM QUÍMICA , TÉCNICO EM QUÍMICA",40,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - NS,1QUI.003,QUÍMICA - 2ª SÉRIE,TÉCNICO INTEGRADO,"TÉCNICO EM TRANSPORTES E TRÂNSITO , TÉCNICO EM TRÂNSITO , TÉCNICO EM EDIFICAÇÕES , TÉCNICO EM EQUIPAMENTOS BIOMÉDICOS , TÉCNICO EM EDIFICAÇÕES - EJA , TÉCNICO EM ELETROTÉCNICA , TÉCNICO EM EQUIPAMENTOS BIOMÉDICOS , TÉCNICO EM MECÂNICA , TÉCNICO EM MECÂNICA , TÉCNICO EM EDIFICAÇÕES , TÉCNICO EM EDIFICAÇÕES , TÉCNICO EM INFORMÁTICA , TÉCNICO EM MEIO AMBIENTE , TÉCNICO EM EDIFICAÇÕES - EJA , TÉCNICO EM EDIFICAÇÕES , TÉCNICO EM ELETROTÉCNICA , TÉCNICO EM ELETROTÉCNICA , TÉCNICO EM REDES DE COMPUTADORES , TÉCNICO EM TRANSPORTES E TRÂNSITO , TÉCNICO EM EDIFICAÇÕES - EJA , TÉCNICO EM MECÂNICA , TÉCNICO EM EDIFICAÇÕES - EJA , TÉCNICO EM MECATRÔNICA , TÉCNICO EM EQUIPAMENTOS BIOMÉDICOS , TÉCNICO EM TRANSPORTES E TRÂNSITO , TÉCNICO EM HOSPEDAGEM , TÉCNICO EM MECATRÔNICA , TÉCNICO EM MECÂNICA , TÉCNICO EM HOSPEDAGEM , TÉCNICO EM ESTRADAS , TÉCNICO EM HOSPEDAGEM , TÉCNICO EM QUÍMICA , TÉCNICO EM EDIFICAÇÕES - EJA , TÉCNICO EM MECÂNICA , TÉCNICO EM REDES DE COMPUTADORES , TÉCNICO EM REDES DE COMPUTADORES , TÉCNICO EM EDIFICAÇÕES , TÉCNICO EM HOSPEDAGEM , TÉCNICO EM QUÍMICA , TÉCNICO EM EDIFICAÇÕES - EJA , TÉCNICO EM ESTRADAS , TÉCNICO EM ELETROTÉCNICA , TÉCNICO EM REDES DE COMPUTADORES , TÉCNICO EM MEIO AMBIENTE , TÉCNICO EM MEIO AMBIENTE , TÉCNICO EM EDIFICAÇÕES , TÉCNICO EM ESTRADAS , TÉCNICO EM MECATRÔNICA , TÉCNICO EM MECATRÔNICA , TÉCNICO EM EDIFICAÇÕES - EJA , TÉCNICO EM REDES DE COMPUTADORES , TÉCNICO EM ESTRADAS , TÉCNICO EM QUÍMICA , TÉCNICO EM ELETRÔNICA , TÉCNICO EM ELETRÔNICA , TÉCNICO EM EQUIPAMENTOS BIOMÉDICOS , TÉCNICO EM MEIO AMBIENTE , TÉCNICO EM ELETROTÉCNICA , TÉCNICO EM ELETROTÉCNICA , TÉCNICO EM ELETROTÉCNICA , TÉCNICO EM ELETROTÉCNICA , TÉCNICO EM INFORMÁTICA , TÉCNICO EM INFORMÁTICA , TÉCNICO EM TRANSPORTES E TRÂNSITO , TÉCNICO EM EQUIPAMENTOS BIOMÉDICOS , TÉCNICO EM INFORMÁTICA , TÉCNICO EM MECÂNICA , TÉCNICO EM MECÂNICA , TÉCNICO EM EDIFICAÇÕES - EJA , TÉCNICO EM ELETRÔNICA , TÉCNICO EM INFORMÁTICA , TÉCNICO EM QUÍMICA , TÉCNICO EM MECÂNICA , TÉCNICO EM HOSPEDAGEM , TÉCNICO EM MECATRÔNICA , TÉCNICO EM MEIO AMBIENTE , TÉCNICO EM TRÂNSITO , TÉCNICO EM ESTRADAS , TÉCNICO EM HOSPEDAGEM , TÉCNICO EM INFORMÁTICA , TÉCNICO EM MECATRÔNICA , TÉCNICO EM MECÂNICA , TÉCNICO EM ESTRADAS , TÉCNICO EM QUÍMICA , TÉCNICO EM EDIFICAÇÕES , TÉCNICO EM EQUIPAMENTOS BIOMÉDICOS , TÉCNICO EM ESTRADAS , TÉCNICO EM EDIFICAÇÕES , TÉCNICO EM MECATRÔNICA , TÉCNICO EM TRÂNSITO , TÉCNICO EM MECÂNICA , TÉCNICO EM MEIO AMBIENTE , TÉCNICO EM REDES DE COMPUTADORES , TÉCNICO EM MEIO AMBIENTE , TÉCNICO EM ELETRÔNICA , TÉCNICO EM ELETRÔNICA , TÉCNICO EM EQUIPAMENTOS BIOMÉDICOS , TÉCNICO EM ESTRADAS , TÉCNICO EM HOSPEDAGEM , TÉCNICO EM INFORMÁTICA , TÉCNICO EM ELETRÔNICA , TÉCNICO EM ELETROTÉCNICA , TÉCNICO EM ELETRÔNICA , TÉCNICO EM TRÂNSITO , TÉCNICO EM QUÍMICA , TÉCNICO EM QUÍMICA , TÉCNICO EM TRANSPORTES E TRÂNSITO , TÉCNICO EM ELETROTÉCNICA , TÉCNICO EM EQUIPAMENTOS BIOMÉDICOS , TÉCNICO EM EDIFICAÇÕES , TÉCNICO EM MEIO AMBIENTE , TÉCNICO EM ELETROTÉCNICA",80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - NS,1QUI.004,QUÍMICA INORGÂNICA,TÉCNICO INTEGRADO,"TÉCNICO EM QUÍMICA , TÉCNICO EM QUÍMICA , TÉCNICO EM QUÍMICA , TÉCNICO EM QUÍMICA , TÉCNICO EM QUÍMICA , TÉCNICO EM QUÍMICA , TÉCNICO EM QUÍMICA",80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - NS,1QUI.005,LABORATÓRIO DE QUÍMICA INORGÂNICA,TÉCNICO INTEGRADO,"TÉCNICO EM QUÍMICA , TÉCNICO EM QUÍMICA , TÉCNICO EM QUÍMICA , TÉCNICO EM QUÍMICA , TÉCNICO EM QUÍMICA , TÉCNICO EM QUÍMICA , TÉCNICO EM QUÍMICA",80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - NS,1QUI.006,QUÍMICA ORGÂNICA,TÉCNICO INTEGRADO,"TÉCNICO EM QUÍMICA , TÉCNICO EM QUÍMICA , TÉCNICO EM QUÍMICA , TÉCNICO EM QUÍMICA , TÉCNICO EM QUÍMICA , TÉCNICO EM QUÍMICA , TÉCNICO EM QUÍMICA",80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - NS,1QUI.008,FÍSICO-QUÍMICA,TÉCNICO INTEGRADO,"TÉCNICO EM QUÍMICA , TÉCNICO EM QUÍMICA , TÉCNICO EM QUÍMICA , TÉCNICO EM QUÍMICA , TÉCNICO EM QUÍMICA , TÉCNICO EM QUÍMICA , TÉCNICO EM QUÍMICA",80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - NS,1QUI.009,LABORATÓRIO DE FÍSICO-QUÍMICA,TÉCNICO INTEGRADO,"TÉCNICO EM QUÍMICA , TÉCNICO EM QUÍMICA , TÉCNICO EM QUÍMICA , TÉCNICO EM QUÍMICA , TÉCNICO EM QUÍMICA , TÉCNICO EM QUÍMICA , TÉCNICO EM QUÍMICA",80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
