Departamento,Código da Disciplina,Descrição da Disciplina,Nível de Ensino,Curso(s),Carga Horária,Teórica/Prática,Cód. Pré-Requisitos,Cód. Co-Requisitos,Data da Apuração
DEPARTAMENTO DE LINGUAGEM E TECNOLOGIA - NS,GT00ELE009.1,TÓPICOS ESPECIAIS EM ESTUDOS DAS LÍNGUAS ESTRANGEIRAS: LEITURA DE TEXTOS LITERÁRIOS EM INGLÊS,GRADUAÇÃO,LETRAS,30,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
DEPARTAMENTO DE LINGUAGEM E TECNOLOGIA - NS,GT00ELI015.1,TÓPICOS ESPECIAIS EM ESTUDOS DE LINGUAGEM: ORATÓRIA -TÉCNICAS DE APRESENTAÇÕES ACADÊMICAS E PROFISSIONAIS,GRADUAÇÃO,LETRAS,30,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
DEPARTAMENTO DE LINGUAGEM E TECNOLOGIA - NS,GT00ELI018.1,"TÓPICOS ESPECIAIS EM ESTUDOS DE LINGUAGEM: PRODUÇÃO E DIVULGAÇÃO DO CONHECIMENTO NAS/PELAS MÍDIAS DIGITAIS: CIÊNCIA, ENSINO E EXTENSÃO",GRADUAÇÃO,LETRAS,30,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
DEPARTAMENTO DE LINGUAGEM E TECNOLOGIA - NS,GT00ELI019.1,TÓPICOS ESPECIAIS EM ESTUDOS DE LINGUAGEM: GRAMÁTICA NORMATIVA,GRADUAÇÃO,LETRAS,30,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
DEPARTAMENTO DE LINGUAGEM E TECNOLOGIA - NS,GT00ELI020.1,TÓPICO ESPECIAL EM ESTUDOS DE LINGUAGEM: INTRODUÇÃO À ANÁLISE DO DISCURSO FRANCO-BRASILEIRA,GRADUAÇÃO,LETRAS,30,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
DEPARTAMENTO DE LINGUAGEM E TECNOLOGIA - NS,GT00ELT037.1,TÓPICOS ESPECIAIS EM ESTUDOS LITERÁRIOS: INTRODUÇÃO ÀS LITERATURAS AFRICANAS DE LÍNGUA PORTUGUESA,GRADUAÇÃO,LETRAS,30,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
DEPARTAMENTO DE LINGUAGEM E TECNOLOGIA - NS,GT00ELT039.1,"TÓPICOS ESPECIAIS EM ESTUDOS LITERÁRIOS: LITERATURA E ANTROPOFAGIA - OSWALD, PAGU E TARSILA",GRADUAÇÃO,LETRAS,30,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
DEPARTAMENTO DE LINGUAGEM E TECNOLOGIA - NS,GT00ELT040.1,"TÓPICOS ESPECIAIS EM ESTUDOS LITERÁRIOS: MACUNAÍMA, DE MÁRIO DE ANDRADE: LEITURA COMENTADA",GRADUAÇÃO,LETRAS,30,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
DEPARTAMENTO DE LINGUAGEM E TECNOLOGIA - NS,GT00ELT041.1,TÓPICO ESPECIAL EM ESTUDOS LITERÁRIOS: POBREZA NA LITERATURA E NO CINEMA BRASILEIROS,GRADUAÇÃO,LETRAS,30,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
DEPARTAMENTO DE LINGUAGEM E TECNOLOGIA - NS,GT00ELT042.1,TÓPICO ESPECIAL EM ESTUDOS LITERÁRIOS: NARRATIVAS DIGITAIS E CRÍTICA ECOFEMINISTA,GRADUAÇÃO,LETRAS,30,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
DEPARTAMENTO DE LINGUAGEM E TECNOLOGIA - NS,GT00PPE001.1,TÓPICOS ESPECIAIS EM PROCESSO E PRODUÇÃO EDITORIAL: PRÁTICA DE DIAGRAMAÇÃO,GRADUAÇÃO,LETRAS,30,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
DEPARTAMENTO DE LINGUAGEM E TECNOLOGIA - NS,GT00PPE017.1,TÓPICOS ESPECIAIS EM PROCESSO E PRODUÇÃO EDITORIAL: PESQUISA EM EDIÇÃO,GRADUAÇÃO,LETRAS,30,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
DEPARTAMENTO DE LINGUAGEM E TECNOLOGIA - NS,GT00PPE018.1,TÓPICOS ESPECIAIS EM PROCESSO E PRODUÇÃO EDITORIAL: QUADRINHOS E EDIÇÕES,GRADUAÇÃO,LETRAS,30,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
DEPARTAMENTO DE LINGUAGEM E TECNOLOGIA - NS,GT00PPE019.1,TÓPICOS ESPECIAIS EM PROCESSO E PRODUÇÃO EDITORIAL: MATERIAIS DIDÁTICOS,GRADUAÇÃO,LETRAS,30,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
DEPARTAMENTO DE LINGUAGEM E TECNOLOGIA - NS,GT00PPE021.1,"ÓPICO ESPECIAL EM PROCESSO E PRODUÇÃO EDITORIAL: POETAS EDITORES (SEBASTIÃO NUNES, GUILHERME MANSUR E MARCELO DOLABELA)",GRADUAÇÃO,LETRAS,30,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
DEPARTAMENTO DE MATEMÁTICA - NG,2DB.002,CÁLCULO II B,GRADUAÇÃO,"QUÍMICA TECNOLÓGICA , ENGENHARIA AMBIENTAL E SANITÁRIA , ENGENHARIA AMBIENTAL E SANITÁRIA , QUÍMICA TECNOLÓGICA",60,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
DEPARTAMENTO DE MATEMÁTICA - NG,2DB.003,CÁLCULO I,GRADUAÇÃO,"QUÍMICA TECNOLÓGICA , ENGENHARIA AMBIENTAL E SANITÁRIA , ENGENHARIA AMBIENTAL E SANITÁRIA , ENGENHARIA DE MATERIAIS , ENGENHARIA MECÂNICA , QUÍMICA TECNOLÓGICA , ENGENHARIA ELÉTRICA , ENGENHARIA ELÉTRICA , ENGENHARIA DE TRANSPORTES , ENGENHARIA DE COMPUTAÇÃO , ENGENHARIA MECÂNICA , ENGENHARIA MECÂNICA , ENGENHARIA DE PRODUÇÃO CIVIL , ENGENHARIA DE PRODUÇÃO CIVIL , ENGENHARIA DE PRODUÇÃO CIVIL",90,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
DEPARTAMENTO DE MATEMÁTICA - NG,2DB.004,GEOMETRIA ANALÍTICA E ÁLGEBRA VETORIAL,GRADUAÇÃO,"QUÍMICA TECNOLÓGICA , ENGENHARIA AMBIENTAL E SANITÁRIA , ENGENHARIA AMBIENTAL E SANITÁRIA , ENGENHARIA DE MATERIAIS , ENGENHARIA MECÂNICA , QUÍMICA TECNOLÓGICA , ENGENHARIA ELÉTRICA , ENGENHARIA ELÉTRICA , ENGENHARIA DE TRANSPORTES , ENGENHARIA DE COMPUTAÇÃO , ENGENHARIA MECÂNICA , ENGENHARIA MECÂNICA , ENGENHARIA DE PRODUÇÃO CIVIL , ENGENHARIA DE PRODUÇÃO CIVIL , ENGENHARIA DE PRODUÇÃO CIVIL",90,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
DEPARTAMENTO DE MATEMÁTICA - NG,2DB.008,MATEMÁTICA I,GRADUAÇÃO,ADMINISTRAÇÃO,90,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
DEPARTAMENTO DE MATEMÁTICA - NG,2DB.014,CÁLCULO II,GRADUAÇÃO,"ENGENHARIA DE MATERIAIS , ENGENHARIA MECÂNICA , ENGENHARIA ELÉTRICA , ENGENHARIA ELÉTRICA , ENGENHARIA DE TRANSPORTES , ENGENHARIA DE COMPUTAÇÃO , ENGENHARIA MECÂNICA , ENGENHARIA MECÂNICA , ENGENHARIA DE PRODUÇÃO CIVIL , ENGENHARIA DE PRODUÇÃO CIVIL , ENGENHARIA DE PRODUÇÃO CIVIL",90,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
DEPARTAMENTO DE MATEMÁTICA - NG,2DB.015,CÁLCULO III,GRADUAÇÃO,"QUÍMICA TECNOLÓGICA , ENGENHARIA AMBIENTAL E SANITÁRIA , ENGENHARIA AMBIENTAL E SANITÁRIA , ENGENHARIA DE MATERIAIS , ENGENHARIA MECÂNICA , QUÍMICA TECNOLÓGICA , ENGENHARIA ELÉTRICA , ENGENHARIA ELÉTRICA , ENGENHARIA DE TRANSPORTES , ENGENHARIA DE COMPUTAÇÃO , ENGENHARIA MECÂNICA , ENGENHARIA MECÂNICA , ENGENHARIA DE PRODUÇÃO CIVIL , ENGENHARIA DE PRODUÇÃO CIVIL , ENGENHARIA DE PRODUÇÃO CIVIL",60,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
DEPARTAMENTO DE MATEMÁTICA - NG,2DB.016,CÁLCULO IV,GRADUAÇÃO,"ENGENHARIA DE MATERIAIS , ENGENHARIA MECÂNICA , ENGENHARIA ELÉTRICA , ENGENHARIA ELÉTRICA , ENGENHARIA DE TRANSPORTES , ENGENHARIA DE COMPUTAÇÃO , ENGENHARIA MECÂNICA , ENGENHARIA MECÂNICA",60,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
DEPARTAMENTO DE MATEMÁTICA - NG,2DB.017,ÁLGEBRA LINEAR,GRADUAÇÃO,"ENGENHARIA MECÂNICA , ENGENHARIA ELÉTRICA , ENGENHARIA ELÉTRICA , ENGENHARIA DE TRANSPORTES , ENGENHARIA DE COMPUTAÇÃO , ENGENHARIA MECÂNICA , ENGENHARIA MECÂNICA , ENGENHARIA DE PRODUÇÃO CIVIL , ENGENHARIA DE PRODUÇÃO CIVIL , ENGENHARIA DE PRODUÇÃO CIVIL",60,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
DEPARTAMENTO DE MATEMÁTICA - NG,2DB.027,VARIÁVEIS COMPLEXAS,GRADUAÇÃO,"ENGENHARIA MECÂNICA , ENGENHARIA ELÉTRICA , ENGENHARIA ELÉTRICA , ENGENHARIA DE COMPUTAÇÃO , ENGENHARIA MECÂNICA , ENGENHARIA MECÂNICA",60,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
DEPARTAMENTO DE MATEMÁTICA - NG,2DFM.001,MATEMÁTICA II,GRADUAÇÃO,ADMINISTRAÇÃO,90,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
DEPARTAMENTO DE MATEMÁTICA - NG,2DFM.004,TÓPICOS ESPECIAIS EM MATEMÁTICA APLICADA: OTIMIZAÇÃO NÃO LINEAR,GRADUAÇÃO,"ENGENHARIA MECÂNICA , ENGENHARIA DE COMPUTAÇÃO , ENGENHARIA MECÂNICA , ENGENHARIA MECÂNICA",60,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
DEPARTAMENTO DE MATEMÁTICA - NG,G02EMCIIEEF0.01,ENSINO DE  MATEMÁTICA NOS CONTEÚDOS DA 2ª ETAPA DO ENSINO FUNDAMENTAL,GRADUAÇÃO,PROGRAMA ESPECIAL DE FORMAÇÃO DE DOCENTES,30,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
DEPARTAMENTO DE MATEMÁTICA - NG,G02PREDPEM0.01,PRODUÇÃO DE RECURSOS E ESTRATÉGIAS DIDÁTICO- PEDAGÓGICOS PARA O ENSINO DE MATEMÁTICA,GRADUAÇÃO,PROGRAMA ESPECIAL DE FORMAÇÃO DE DOCENTES,30,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
DEPARTAMENTO DE MATEMÁTICA - NG,GT00MAT001.1,TÓPICOS ESPECIAIS EM MATEMÁTICA: MATEMÁTICA BÁSICA,GRADUAÇÃO,"QUÍMICA TECNOLÓGICA , ENGENHARIA AMBIENTAL E SANITÁRIA , ENGENHARIA AMBIENTAL E SANITÁRIA , ENGENHARIA DE MATERIAIS , ENGENHARIA MECÂNICA , QUÍMICA TECNOLÓGICA , ENGENHARIA ELÉTRICA , ENGENHARIA ELÉTRICA , ADMINISTRAÇÃO , LETRAS , ENGENHARIA DE TRANSPORTES , ENGENHARIA DE COMPUTAÇÃO , ENGENHARIA MECÂNICA , ENGENHARIA MECÂNICA , ENGENHARIA DE PRODUÇÃO CIVIL , ENGENHARIA DE PRODUÇÃO CIVIL , ENGENHARIA DE PRODUÇÃO CIVIL",60,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
DEPARTAMENTO DE MECATRÔNICA - VG,G08INSE,INSTALAÇÕES ELÉTRICAS PREDIAIS,GRADUAÇÃO,ENGENHARIA CIVIL,60,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
DEPARTAMENTO DE MECATRÔNICA - VG,GT08MAT002.1,TÓPICOS ESPECIAIS EM MATERIAIS: AUTOMAÇÃO PREDIAL,GRADUAÇÃO,ENGENHARIA CIVIL,30,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
DEPARTAMENTO DE METALURGIA E QUÍMICA - TM,G07CSPEM0.01,CONTEXTO SOCIAL E PROFISSIONAL DO ENGENHEIRO METALURGISTA,GRADUAÇÃO,ENGENHARIA METALÚRGICA,30,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
DEPARTAMENTO DE METALURGIA E QUÍMICA - TM,G07FINS0.01,FUNDAMENTOS DE INSTRUMENTAÇÃO,GRADUAÇÃO,ENGENHARIA METALÚRGICA,30,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
DEPARTAMENTO DE METALURGIA E QUÍMICA - TM,G07FMET0.01,FUNDAMENTOS DE METROLOGIA,GRADUAÇÃO,ENGENHARIA METALÚRGICA,45,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
DEPARTAMENTO DE METALURGIA E QUÍMICA - TM,G07FQME0.01,FÍSICO-QUÍMICA METALÚRGICA,GRADUAÇÃO,ENGENHARIA METALÚRGICA,60,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
DEPARTAMENTO DE METALURGIA E QUÍMICA - TM,G07FQUI1.01,FÍSICO-QUÍMICA I,GRADUAÇÃO,ENGENHARIA METALÚRGICA,90,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
DEPARTAMENTO DE METALURGIA E QUÍMICA - TM,G07FQUI2.01,FÍSICO-QUÍMICA II,GRADUAÇÃO,ENGENHARIA METALÚRGICA,90,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
DEPARTAMENTO DE METALURGIA E QUÍMICA - TM,G07FUND0.01,FUNDIÇÃO,GRADUAÇÃO,ENGENHARIA METALÚRGICA,60,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
DEPARTAMENTO DE METALURGIA E QUÍMICA - TM,G07HELE0.01,HIDRO E ELETROMETALURGIA,GRADUAÇÃO,ENGENHARIA METALÚRGICA,60,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
DEPARTAMENTO DE METALURGIA E QUÍMICA - TM,G07ICMA0.01,INTRODUÇÃO À CIÊNCIA DOS MATERIAIS,GRADUAÇÃO,ENGENHARIA METALÚRGICA,60,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
DEPARTAMENTO DE METALURGIA E QUÍMICA - TM,G07LQBA0.01,LABORATÓRIO DE QUÍMICA BÁSICA,GRADUAÇÃO,ENGENHARIA METALÚRGICA,30,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
DEPARTAMENTO DE METALURGIA E QUÍMICA - TM,G07LTMI0.01,LABORATÓRIO DE TRATAMENTO DE MINÉRIOS,GRADUAÇÃO,ENGENHARIA METALÚRGICA,30,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
DEPARTAMENTO DE METALURGIA E QUÍMICA - TM,G07MCIE0.01,METODOLOGIA CIENTÍFICA,GRADUAÇÃO,ENGENHARIA METALÚRGICA,30,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
DEPARTAMENTO DE METALURGIA E QUÍMICA - TM,G07META0.01,METALOGRAFIA,GRADUAÇÃO,ENGENHARIA METALÚRGICA,60,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
DEPARTAMENTO DE METALURGIA E QUÍMICA - TM,G07MFIS0.01,METALURGIA FÍSICA,GRADUAÇÃO,ENGENHARIA METALÚRGICA,90,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
DEPARTAMENTO DE METALURGIA E QUÍMICA - TM,G07MFLU0.01,MECÂNICA DOS FLUIDOS,GRADUAÇÃO,ENGENHARIA METALÚRGICA,90,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
DEPARTAMENTO DE METALURGIA E QUÍMICA - TM,G07MPES0.01,METODOLOGIA DE PESQUISA,GRADUAÇÃO,ENGENHARIA METALÚRGICA,30,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
DEPARTAMENTO DE METALURGIA E QUÍMICA - TM,G07MPET0.01,MINERALOGIA E PETROGRAFIA,GRADUAÇÃO,ENGENHARIA METALÚRGICA,60,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
DEPARTAMENTO DE METALURGIA E QUÍMICA - TM,G07PIRO0.01,PIROMETALURGIA,GRADUAÇÃO,ENGENHARIA METALÚRGICA,30,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
DEPARTAMENTO DE METALURGIA E QUÍMICA - TM,G07QAEX0.01,QUÍMICA ANALÍTICA EXPERIMENTAL,GRADUAÇÃO,ENGENHARIA METALÚRGICA,30,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
DEPARTAMENTO DE METALURGIA E QUÍMICA - TM,G07QANA0.01,QUÍMICA ANALÍTICA,GRADUAÇÃO,ENGENHARIA METALÚRGICA,30,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
DEPARTAMENTO DE METALURGIA E QUÍMICA - TM,G07QBAS0.01,QUÍMICA BÁSICA,GRADUAÇÃO,ENGENHARIA METALÚRGICA,30,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
DEPARTAMENTO DE METALURGIA E QUÍMICA - TM,G07QINO0.01,QUÍMICA INORGÂNICA,GRADUAÇÃO,ENGENHARIA METALÚRGICA,60,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
DEPARTAMENTO DE METALURGIA E QUÍMICA - TM,G07SIDE1.01,SIDERURGIA I,GRADUAÇÃO,ENGENHARIA METALÚRGICA,60,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
DEPARTAMENTO DE METALURGIA E QUÍMICA - TM,G07TCAL0.01,TRANSFERÊNCIA DE CALOR,GRADUAÇÃO,ENGENHARIA METALÚRGICA,90,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
DEPARTAMENTO DE METALURGIA E QUÍMICA - TM,G07TMET0.01,TERMODINÂMICA METALÚRGICA,GRADUAÇÃO,ENGENHARIA METALÚRGICA,60,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
DEPARTAMENTO DE METALURGIA E QUÍMICA - TM,G07TMIN0.01,TRATAMENTO DE MINÉRIOS,GRADUAÇÃO,ENGENHARIA METALÚRGICA,60,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
DEPARTAMENTO DE MINAS E CONSTRUÇÃO CIVIL - AX,4ENGM.1002,COMPUTAÇÃO APLICADA À MINERAÇÃO,GRADUAÇÃO,ENGENHARIA DE MINAS,60,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
DEPARTAMENTO DE MINAS E CONSTRUÇÃO CIVIL - AX,4ENGM.1003,TRABALHO DE CONCLUSÃO DE CURSO II,GRADUAÇÃO,ENGENHARIA DE MINAS,15,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
DEPARTAMENTO DE MINAS E CONSTRUÇÃO CIVIL - AX,4ENGM.1004,PLANEJAMENTO DE LAVRA,GRADUAÇÃO,ENGENHARIA DE MINAS,60,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
DEPARTAMENTO DE MINAS E CONSTRUÇÃO CIVIL - AX,4ENGM.1005,ESTÁGIO SUPERVISIONADO,GRADUAÇÃO,ENGENHARIA DE MINAS,30,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
DEPARTAMENTO DE MINAS E CONSTRUÇÃO CIVIL - AX,4ENGM.1006,ESTÁGIO EM MINERAÇÃO,GRADUAÇÃO,ENGENHARIA DE MINAS,360,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
DEPARTAMENTO DE MINAS E CONSTRUÇÃO CIVIL - AX,4ENGM.1009,INTRODUÇÃO À PRATICA EXPERIMENTAL,GRADUAÇÃO,ENGENHARIA DE MINAS,30,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
DEPARTAMENTO DE MINAS E CONSTRUÇÃO CIVIL - AX,4ENGM.101,CONTEXTO SOCIAL E PROFISSIONAL DO ENGENHEIRO DE MINAS,GRADUAÇÃO,ENGENHARIA DE MINAS,30,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
DEPARTAMENTO DE MINAS E CONSTRUÇÃO CIVIL - AX,4ENGM.104,DESENHO TÉCNICO APLICADO À MINERAÇÃO,GRADUAÇÃO,ENGENHARIA DE MINAS,45,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
DEPARTAMENTO DE MINAS E CONSTRUÇÃO CIVIL - AX,4ENGM.303,MINERALOGIA,GRADUAÇÃO,ENGENHARIA DE MINAS,90,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
DEPARTAMENTO DE MINAS E CONSTRUÇÃO CIVIL - AX,4ENGM.306,GEOMETRIA DESCRITIVA APLICADA À MINERAÇÃO,GRADUAÇÃO,ENGENHARIA DE MINAS,30,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
DEPARTAMENTO DE MINAS E CONSTRUÇÃO CIVIL - AX,4ENGM.403,PETROGRAFIA,GRADUAÇÃO,ENGENHARIA DE MINAS,75,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
DEPARTAMENTO DE MINAS E CONSTRUÇÃO CIVIL - AX,4ENGM.406,DESENHO ASSISTIDO POR COMPUTADOR,GRADUAÇÃO,ENGENHARIA DE MINAS,30,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
DEPARTAMENTO DE MINAS E CONSTRUÇÃO CIVIL - AX,4ENGM.407,INTRODUÇÃO AO TRATAMENTO DE MINÉRIOS,GRADUAÇÃO,ENGENHARIA DE MINAS,30,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
DEPARTAMENTO DE MINAS E CONSTRUÇÃO CIVIL - AX,4ENGM.502,COMINUIÇÃO E CLASSIFICAÇÃO,GRADUAÇÃO,ENGENHARIA DE MINAS,60,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
DEPARTAMENTO DE MINAS E CONSTRUÇÃO CIVIL - AX,4ENGM.503,RESISTÊNCIA DOS MATERIAIS,GRADUAÇÃO,ENGENHARIA DE MINAS,60,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
DEPARTAMENTO DE MINAS E CONSTRUÇÃO CIVIL - AX,4ENGM.504,MECÂNICA DOS FLUIDOS,GRADUAÇÃO,ENGENHARIA DE MINAS,60,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
DEPARTAMENTO DE MINAS E CONSTRUÇÃO CIVIL - AX,4ENGM.505,MECÂNICA DOS SOLOS,GRADUAÇÃO,ENGENHARIA DE MINAS,60,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
DEPARTAMENTO DE MINAS E CONSTRUÇÃO CIVIL - AX,4ENGM.506,GEOLOGIA,GRADUAÇÃO,ENGENHARIA DE MINAS,90,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
DEPARTAMENTO DE MINAS E CONSTRUÇÃO CIVIL - AX,4ENGM.507,TÓPICOS ESPECIAIS: CARACTERIZAÇÃO INSTRUMENTAL DE MINERAIS,GRADUAÇÃO,ENGENHARIA DE MINAS,60,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
